class	cap-shape	cap-color	bruises	gill-attachment	gill-color	stalk-shape	stalk-surface-above-ring	stalk-surface-below-ring	stalk-color-above-ring	veil-type	veil-color	ring-number	population
e	f	e	t	f	w	t	s	s	p	p	w	o	v
e	f	e	t	f	w	t	s	s	g	p	w	o	v
e	x	g	t	f	u	t	s	s	g	p	w	o	y
p	x	g	f	f	p	e	k	k	n	p	w	o	v
p	x	w	f	f	n	e	s	s	w	p	w	o	v
e	f	n	t	f	w	t	s	s	w	p	w	o	y
e	f	e	t	f	w	t	s	s	g	p	w	o	v
p	x	w	f	f	u	e	s	s	w	p	w	o	v
p	x	g	f	f	p	e	s	s	w	p	w	o	s
e	x	e	t	f	p	t	s	s	p	p	w	o	v
p	x	g	f	f	h	e	k	k	b	p	w	o	v
p	x	g	f	f	p	e	s	s	w	p	w	o	v
p	x	g	f	f	h	e	k	k	n	p	w	o	v
p	x	g	f	f	n	e	s	s	w	p	w	o	v
e	x	g	t	f	w	t	s	s	p	p	w	o	v
p	x	p	f	f	u	e	s	s	w	p	w	o	s
e	f	e	t	f	n	t	s	s	g	p	w	o	v
p	x	p	f	f	n	e	s	s	w	p	w	o	v
p	x	g	f	f	p	e	s	s	w	p	w	o	s
e	f	e	t	f	p	t	s	s	g	p	w	o	y
p	x	g	f	f	n	e	s	s	w	p	w	o	s
p	x	g	f	f	n	e	s	s	w	p	w	o	v
e	f	g	t	f	u	t	s	s	w	p	w	o	y
e	f	n	t	f	u	t	s	s	g	p	w	o	y
p	x	g	f	f	g	e	s	s	w	p	w	o	s
e	f	e	t	f	p	t	s	s	w	p	w	o	v
p	x	w	f	f	n	e	s	s	w	p	w	o	s
e	f	n	t	f	w	t	s	s	g	p	w	o	v
p	x	g	f	f	h	e	k	k	n	p	w	o	v
p	f	g	f	f	g	e	k	k	b	p	w	o	y
e	f	g	t	f	n	t	s	s	p	p	w	o	v
p	x	g	f	f	g	e	k	k	n	p	w	o	v
e	f	g	t	f	p	t	s	s	g	p	w	o	v
p	x	g	f	f	g	e	k	k	n	p	w	o	y
p	f	g	f	f	p	e	k	k	n	p	w	o	y
e	f	e	t	f	n	t	s	s	w	p	w	o	v
e	f	g	t	f	w	t	s	s	g	p	w	o	v
p	x	w	f	f	p	e	s	s	w	p	w	o	v
e	f	g	t	f	n	t	s	s	w	p	w	o	y
p	x	g	f	f	p	e	k	k	b	p	w	o	y
p	x	y	f	f	h	e	k	k	n	p	w	o	v
p	f	g	f	f	p	e	k	k	n	p	w	o	y
p	x	y	f	f	p	e	k	k	p	p	w	o	v
p	x	w	f	f	g	e	s	s	w	p	w	o	v
p	x	y	f	f	h	e	k	k	b	p	w	o	y
p	x	y	f	f	g	e	k	k	b	p	w	o	v
p	x	y	f	f	h	e	k	k	n	p	w	o	v
p	f	y	f	f	h	e	k	k	p	p	w	o	v
p	f	y	f	f	g	e	k	k	n	p	w	o	y
e	f	g	t	f	n	t	s	s	w	p	w	o	y
p	x	g	f	f	g	e	k	k	b	p	w	o	y
p	f	y	f	f	p	e	k	k	n	p	w	o	y
p	f	y	f	f	g	e	k	k	p	p	w	o	y
e	x	g	t	f	w	t	s	s	w	p	w	o	y
e	f	n	t	f	n	t	s	s	w	p	w	o	v
e	f	e	t	f	n	t	s	s	w	p	w	o	v
p	x	y	f	f	h	e	k	k	n	p	w	o	v
p	f	g	f	f	g	e	k	k	b	p	w	o	v
p	f	g	f	f	h	e	k	k	n	p	w	o	v
e	f	e	t	f	w	t	s	s	p	p	w	o	y
p	f	g	f	f	p	e	k	k	n	p	w	o	v
e	f	e	t	f	n	t	s	s	g	p	w	o	v
e	f	g	t	f	p	t	s	s	g	p	w	o	v
e	f	g	t	f	w	t	s	s	g	p	w	o	v
p	x	g	f	f	p	e	k	k	b	p	w	o	y
p	x	y	f	f	p	e	k	k	b	p	w	o	y
p	f	y	f	f	h	e	k	k	b	p	w	o	y
e	f	e	t	f	p	t	s	s	g	p	w	o	v
p	x	y	f	f	h	e	k	k	p	p	w	o	y
p	f	g	f	f	h	e	k	k	p	p	w	o	y
p	f	y	f	f	g	e	k	k	p	p	w	o	v
p	f	y	f	f	g	e	k	k	p	p	w	o	v
p	x	g	f	f	p	e	k	k	n	p	w	o	y
p	f	y	f	f	h	e	k	k	b	p	w	o	v
p	x	p	f	f	g	e	s	s	w	p	w	o	s
p	x	y	f	f	p	e	k	k	n	p	w	o	v
e	f	e	t	f	u	t	s	s	g	p	w	o	v
e	f	e	t	f	n	t	s	s	g	p	w	o	y
p	x	p	f	f	n	e	s	s	w	p	w	o	v
p	x	y	f	f	h	e	k	k	b	p	w	o	v
p	f	g	f	f	p	e	k	k	b	p	w	o	v
e	x	g	t	f	p	t	s	s	w	p	w	o	y
e	f	e	t	f	p	t	s	s	w	p	w	o	y
p	f	g	f	f	p	e	k	k	b	p	w	o	v
e	f	g	t	f	u	t	s	s	w	p	w	o	v
p	x	y	f	f	g	e	k	k	n	p	w	o	v
p	f	g	f	f	g	e	k	k	n	p	w	o	y
e	f	e	t	f	p	t	s	s	g	p	w	o	v
p	x	y	f	f	h	e	k	k	n	p	w	o	v
p	f	y	f	f	g	e	k	k	n	p	w	o	y
p	x	y	f	f	p	e	k	k	p	p	w	o	v
p	f	g	f	f	g	e	k	k	p	p	w	o	y
p	x	p	f	f	n	e	s	s	w	p	w	o	s
p	x	g	f	f	g	e	s	s	w	p	w	o	s
p	x	g	f	f	g	e	k	k	b	p	w	o	v
p	x	y	f	f	h	e	k	k	b	p	w	o	y
p	f	g	f	f	h	e	k	k	p	p	w	o	v
e	f	g	t	f	u	t	s	s	w	p	w	o	v
p	x	g	t	f	w	t	f	s	w	p	w	o	v
p	x	y	f	f	g	e	k	k	p	p	w	o	y
e	f	g	t	f	w	t	s	s	p	p	w	o	v
p	f	y	f	f	g	e	k	k	p	p	w	o	y
p	x	g	f	f	h	e	k	k	b	p	w	o	y
p	f	y	f	f	g	e	k	k	b	p	w	o	v
p	x	g	f	f	h	e	k	k	b	p	w	o	y
p	f	g	f	f	h	e	k	k	b	p	w	o	y
p	f	y	f	f	h	e	k	k	n	p	w	o	y
p	x	y	f	f	p	e	k	k	p	p	w	o	y
p	x	w	f	f	g	e	s	s	w	p	w	o	v
p	x	g	f	f	g	e	k	k	b	p	w	o	v
p	x	g	f	f	p	e	k	k	b	p	w	o	y
e	f	n	t	f	u	t	s	s	p	p	w	o	v
e	f	g	t	f	w	t	s	s	p	p	w	o	v
p	x	y	f	f	g	e	k	k	n	p	w	o	y
p	x	p	f	f	u	e	s	s	w	p	w	o	s
p	f	g	f	f	p	e	k	k	n	p	w	o	v
p	x	g	f	f	h	e	k	k	b	p	w	o	v
p	x	w	f	f	u	e	s	s	w	p	w	o	v
e	f	e	t	f	w	t	s	s	w	p	w	o	v
p	f	g	f	f	p	e	k	k	b	p	w	o	v
p	x	p	f	f	p	e	s	s	w	p	w	o	v
p	f	w	t	f	p	t	f	s	w	p	w	o	v
p	x	y	f	f	p	e	k	k	n	p	w	o	v
e	x	b	t	f	e	e	s	s	e	p	w	t	c
p	f	g	f	f	g	e	k	k	n	p	w	o	y
p	x	g	f	f	p	e	k	k	p	p	w	o	y
p	x	y	f	f	h	e	k	k	n	p	w	o	y
p	f	y	f	f	h	e	k	k	p	p	w	o	y
e	f	g	t	f	u	t	s	s	p	p	w	o	y
p	x	y	f	f	h	e	k	k	p	p	w	o	v
p	x	g	f	f	h	e	k	k	p	p	w	o	v
p	f	g	f	f	p	e	k	k	n	p	w	o	y
p	x	g	f	f	u	e	s	s	w	p	w	o	s
p	x	g	f	f	u	e	s	s	w	p	w	o	v
p	x	g	f	f	p	e	k	k	p	p	w	o	v
p	x	g	t	f	h	t	s	s	w	p	w	o	s
p	x	g	f	f	h	e	k	k	p	p	w	o	v
e	f	g	t	f	n	t	s	s	p	p	w	o	y
p	f	y	f	f	p	e	k	k	b	p	w	o	v
e	f	e	t	f	p	t	s	s	p	p	w	o	v
p	f	g	f	f	p	e	k	k	p	p	w	o	y
e	f	n	t	f	n	t	s	s	g	p	w	o	v
e	f	e	t	f	w	t	s	s	g	p	w	o	y
p	x	g	f	f	g	e	k	k	n	p	w	o	y
p	x	g	f	f	h	e	k	k	b	p	w	o	y
e	f	e	t	f	w	t	s	s	g	p	w	o	v
p	f	g	f	f	p	e	k	k	b	p	w	o	v
e	f	g	t	f	w	t	s	s	p	p	w	o	y
e	f	e	t	f	w	t	s	s	w	p	w	o	y
e	f	e	t	f	w	t	s	s	g	p	w	o	v
p	f	g	f	f	g	e	k	k	n	p	w	o	y
e	x	e	t	f	u	t	s	s	g	p	w	o	v
p	f	g	f	f	p	e	k	k	p	p	w	o	v
p	x	y	f	f	p	e	k	k	p	p	w	o	v
p	f	y	f	f	p	e	k	k	b	p	w	o	v
p	x	y	f	f	g	e	k	k	n	p	w	o	v
p	x	y	f	f	p	e	k	k	n	p	w	o	v
e	x	g	t	f	u	t	s	s	g	p	w	o	v
e	x	g	t	f	u	t	s	s	g	p	w	o	v
p	f	g	f	f	g	e	k	k	b	p	w	o	v
p	f	y	f	f	h	e	k	k	p	p	w	o	y
p	x	g	f	f	p	e	k	k	p	p	w	o	y
p	x	e	f	f	b	t	k	s	w	p	w	o	v
p	x	g	f	f	h	e	k	k	n	p	w	o	y
p	x	g	f	f	g	e	k	k	p	p	w	o	v
p	x	g	f	f	u	e	s	s	w	p	w	o	v
p	f	g	f	f	p	e	k	k	p	p	w	o	v
p	f	b	t	f	p	t	s	f	w	p	w	o	s
p	x	g	f	f	p	e	k	k	n	p	w	o	v
p	x	y	f	f	p	e	k	k	p	p	w	o	y
p	x	w	f	f	u	e	s	s	w	p	w	o	s
p	x	y	f	f	h	e	k	k	p	p	w	o	v
e	f	e	t	f	w	t	s	s	w	p	w	o	v
p	x	g	f	f	h	e	k	k	p	p	w	o	y
p	x	y	f	f	p	e	k	k	n	p	w	o	v
p	x	y	f	f	p	e	k	k	p	p	w	o	v
p	f	g	f	f	p	e	k	k	p	p	w	o	v
p	x	y	f	f	h	e	k	k	n	p	w	o	y
e	f	g	t	f	u	t	s	s	g	p	w	o	v
p	x	g	f	f	p	e	k	k	p	p	w	o	y
e	f	n	t	f	u	t	s	s	w	p	w	o	y
p	f	g	f	f	h	e	k	k	b	p	w	o	v
p	f	g	f	f	p	e	k	k	p	p	w	o	y
p	f	g	f	f	g	e	k	k	b	p	w	o	v
p	x	w	f	f	u	e	s	s	w	p	w	o	v
p	x	g	f	f	h	e	k	k	n	p	w	o	y
e	f	n	t	f	p	t	s	s	g	p	w	o	v
p	x	w	f	f	u	e	s	s	w	p	w	o	s
p	x	y	f	f	p	e	k	k	p	p	w	o	v
p	x	y	f	f	p	e	k	k	b	p	w	o	y
p	x	p	f	f	u	e	s	s	w	p	w	o	v
p	f	y	f	f	p	e	k	k	p	p	w	o	y
p	f	g	f	f	h	e	k	k	p	p	w	o	v
e	f	e	t	f	p	t	s	s	g	p	w	o	v
p	x	y	f	f	g	e	k	k	p	p	w	o	v
p	f	y	f	f	g	e	k	k	b	p	w	o	v
p	x	g	f	f	g	e	s	s	w	p	w	o	s
p	x	p	f	f	u	e	s	s	w	p	w	o	v
e	x	e	t	f	n	t	s	s	w	p	w	o	v
p	x	y	f	f	h	e	k	k	b	p	w	o	v
e	f	n	t	f	n	t	s	s	w	p	w	o	y
e	f	e	t	f	p	t	s	s	w	p	w	o	y
p	f	y	f	f	p	e	k	k	b	p	w	o	y
p	x	y	f	f	p	e	k	k	b	p	w	o	y
p	x	g	f	f	g	e	k	k	n	p	w	o	v
p	f	g	f	f	g	e	k	k	n	p	w	o	y
p	f	y	f	f	g	e	k	k	p	p	w	o	y
e	f	g	t	f	w	t	s	s	p	p	w	o	y
p	x	g	f	f	p	e	k	k	b	p	w	o	v
p	x	y	f	f	h	e	k	k	n	p	w	o	v
p	f	g	f	f	p	e	k	k	b	p	w	o	v
p	f	y	f	f	p	e	k	k	b	p	w	o	y
e	f	e	t	f	u	t	s	s	w	p	w	o	v
e	f	n	t	f	p	t	s	s	g	p	w	o	v
p	x	y	f	f	h	e	k	k	p	p	w	o	y
e	f	u	f	f	h	e	s	f	w	p	w	o	y
e	f	n	t	f	u	t	s	s	p	p	w	o	y
p	f	y	f	f	p	e	k	k	p	p	w	o	v
p	f	y	f	f	g	e	k	k	b	p	w	o	v
p	x	g	f	f	g	e	k	k	n	p	w	o	y
p	x	g	f	f	p	e	k	k	n	p	w	o	y
p	f	y	f	f	g	e	k	k	p	p	w	o	v
p	x	y	f	f	g	e	k	k	b	p	w	o	y
p	x	y	f	f	h	e	k	k	b	p	w	o	v
p	x	g	f	f	p	e	k	k	b	p	w	o	v
p	x	y	f	f	h	e	k	k	n	p	w	o	y
e	x	g	t	f	u	t	s	s	p	p	w	o	v
p	f	g	f	f	h	e	k	k	n	p	w	o	y
e	f	e	t	f	p	t	s	s	g	p	w	o	v
p	x	g	f	f	p	e	k	k	b	p	w	o	v
p	f	y	f	f	h	e	k	k	b	p	w	o	v
e	f	n	t	f	n	t	s	s	w	p	w	o	y
e	f	g	t	f	w	t	s	s	p	p	w	o	y
p	f	g	f	f	p	e	k	k	n	p	w	o	v
e	x	e	t	f	w	t	s	s	p	p	w	o	v
e	f	e	t	f	p	t	s	s	p	p	w	o	y
p	f	y	f	f	h	e	k	k	b	p	w	o	v
p	x	w	f	f	u	e	s	s	w	p	w	o	v
p	x	g	f	f	p	e	k	k	b	p	w	o	y
p	x	e	f	f	b	t	k	s	p	p	w	o	v
p	x	y	f	f	p	e	k	k	b	p	w	o	v
p	f	g	f	f	p	e	k	k	b	p	w	o	y
e	f	g	t	f	u	t	s	s	w	p	w	o	y
p	x	n	f	f	b	t	s	s	p	p	w	o	v
e	f	e	t	f	n	t	s	s	g	p	w	o	v
p	b	b	t	f	g	e	s	s	w	p	w	t	v
e	f	g	t	f	w	t	s	s	g	p	w	o	y
p	f	g	f	f	p	e	k	k	b	p	w	o	v
e	f	g	t	f	w	t	s	s	w	p	w	o	y
p	f	y	f	f	p	e	k	k	p	p	w	o	y
p	f	y	f	f	g	e	k	k	n	p	w	o	y
p	f	g	f	f	g	e	k	k	n	p	w	o	v
e	f	e	t	f	u	t	s	s	p	p	w	o	v
p	x	g	f	f	p	e	k	k	n	p	w	o	y
p	f	y	f	f	g	e	k	k	p	p	w	o	v
p	x	y	f	f	g	e	k	k	n	p	w	o	v
p	x	y	f	f	g	e	k	k	b	p	w	o	y
p	f	y	f	f	p	e	k	k	p	p	w	o	v
p	f	y	f	f	h	e	k	k	n	p	w	o	v
p	x	g	f	f	p	e	k	k	n	p	w	o	v
e	f	e	t	f	u	t	s	s	g	p	w	o	v
p	f	g	f	f	g	e	k	k	n	p	w	o	v
p	f	y	f	f	h	e	k	k	n	p	w	o	v
e	f	n	t	f	u	t	s	s	w	p	w	o	v
p	x	y	f	f	g	e	k	k	p	p	w	o	v
p	x	y	f	f	h	e	k	k	b	p	w	o	v
e	f	n	t	f	p	t	s	s	p	p	w	o	y
p	f	g	f	f	p	e	k	k	b	p	w	o	y
e	f	e	t	f	p	t	s	s	g	p	w	o	y
p	x	y	f	f	g	e	k	k	b	p	w	o	v
p	f	g	f	f	h	e	k	k	b	p	w	o	v
p	x	y	f	f	p	e	k	k	b	p	w	o	v
p	x	g	f	f	g	e	s	s	w	p	w	o	s
e	f	g	t	f	w	t	s	s	g	p	w	o	v
p	f	g	f	f	g	e	k	k	p	p	w	o	y
p	x	g	f	f	h	e	k	k	b	p	w	o	y
p	f	g	f	f	h	e	k	k	b	p	w	o	v
e	f	n	t	f	w	t	s	s	p	p	w	o	v
p	x	y	f	f	p	e	k	k	b	p	w	o	y
p	f	g	f	f	g	e	k	k	p	p	w	o	y
e	f	e	t	f	w	t	s	s	w	p	w	o	v
e	f	e	t	f	w	t	s	s	p	p	w	o	v
p	f	g	t	f	p	t	f	f	w	p	w	o	v
p	x	g	f	f	g	e	k	k	p	p	w	o	y
p	f	g	f	f	g	e	k	k	n	p	w	o	v
p	x	g	f	f	g	e	k	k	p	p	w	o	v
p	x	y	f	f	h	e	k	k	b	p	w	o	v
p	f	g	f	f	p	e	k	k	b	p	w	o	v
p	f	g	f	f	p	e	k	k	n	p	w	o	v
e	f	e	t	f	w	t	s	s	w	p	w	o	y
p	x	g	f	f	h	e	k	k	b	p	w	o	v
p	f	g	f	f	p	e	k	k	p	p	w	o	v
p	x	g	f	f	p	e	k	k	b	p	w	o	y
e	f	e	t	f	p	t	s	s	w	p	w	o	v
e	f	e	t	f	p	t	s	s	p	p	w	o	v
e	f	e	t	f	n	t	s	s	p	p	w	o	y
p	f	y	f	f	h	e	k	k	b	p	w	o	v
p	f	g	f	f	h	e	k	k	b	p	w	o	y
e	f	n	t	f	u	t	s	s	g	p	w	o	y
p	x	g	f	f	g	e	k	k	p	p	w	o	y
e	f	g	t	f	u	t	s	s	g	p	w	o	v
p	x	y	f	f	p	e	k	k	n	p	w	o	v
p	x	y	f	f	p	e	k	k	p	p	w	o	v
p	x	y	f	f	p	e	k	k	n	p	w	o	v
e	f	c	f	f	w	e	f	f	w	p	w	o	v
p	x	g	f	f	h	e	k	k	n	p	w	o	v
p	f	g	f	f	p	e	k	k	n	p	w	o	y
p	x	g	f	f	h	e	k	k	p	p	w	o	v
p	f	g	f	f	p	e	k	k	p	p	w	o	y
p	x	b	t	f	w	t	f	s	w	p	w	o	s
p	f	g	f	f	h	e	k	k	n	p	w	o	v
p	x	g	f	f	p	e	k	k	n	p	w	o	v
p	f	y	f	f	g	e	k	k	b	p	w	o	y
p	f	g	f	f	h	e	k	k	n	p	w	o	v
p	f	g	f	f	g	e	k	k	p	p	w	o	y
e	f	g	t	f	w	t	s	s	p	p	w	o	y
p	x	y	f	f	p	e	k	k	b	p	w	o	y
p	x	y	f	f	h	e	k	k	b	p	w	o	y
e	f	e	t	f	u	t	s	s	p	p	w	o	y
p	f	g	f	f	h	e	k	k	b	p	w	o	v
p	f	g	f	f	h	e	k	k	b	p	w	o	y
p	x	y	f	f	g	e	k	k	p	p	w	o	y
e	f	g	t	f	w	t	s	s	w	p	w	o	y
p	x	g	f	f	g	e	k	k	n	p	w	o	v
p	x	g	f	f	g	e	k	k	p	p	w	o	y
e	f	n	t	f	p	t	s	s	p	p	w	o	y
e	f	g	t	f	u	t	s	s	p	p	w	o	v
p	x	g	f	f	h	e	k	k	n	p	w	o	v
p	f	y	f	f	h	e	k	k	p	p	w	o	v
p	f	y	f	f	h	e	k	k	n	p	w	o	v
p	f	g	f	f	g	e	k	k	n	p	w	o	v
p	f	g	f	f	h	e	k	k	b	p	w	o	y
p	f	g	f	f	p	e	k	k	p	p	w	o	y
p	f	b	t	f	w	t	f	f	w	p	w	o	s
e	f	e	t	f	u	t	s	s	p	p	w	o	y
p	x	n	f	f	b	t	k	k	p	p	w	o	v
e	x	g	t	f	n	t	s	s	g	p	w	o	v
p	x	g	f	f	n	e	s	s	w	p	w	o	v
p	x	p	f	f	n	e	s	s	w	p	w	o	v
p	x	n	f	f	b	t	s	k	p	p	w	o	v
p	f	g	f	f	g	e	k	k	n	p	w	o	y
p	x	y	f	f	g	e	k	k	b	p	w	o	v
p	x	g	t	f	w	t	s	f	w	p	w	o	s
p	f	g	f	f	h	e	k	k	b	p	w	o	y
p	x	y	f	f	p	e	k	k	b	p	w	o	y
p	f	g	f	f	g	e	k	k	n	p	w	o	y
p	f	g	f	f	h	e	k	k	n	p	w	o	y
p	f	g	f	f	h	e	k	k	b	p	w	o	y
p	x	g	f	f	g	e	k	k	n	p	w	o	y
p	f	g	f	f	h	e	k	k	p	p	w	o	y
p	x	y	f	f	p	e	k	k	b	p	w	o	y
p	f	y	f	f	p	e	k	k	n	p	w	o	v
p	x	y	f	f	h	e	k	k	n	p	w	o	v
p	x	y	f	f	g	e	k	k	b	p	w	o	y
p	x	y	f	f	p	e	k	k	n	p	w	o	v
p	f	g	t	f	h	t	s	s	w	p	w	o	v
p	x	y	f	f	h	e	k	k	n	p	w	o	y
p	f	y	f	f	p	e	k	k	p	p	w	o	y
p	f	g	f	f	p	e	k	k	n	p	w	o	y
p	f	y	f	f	p	e	k	k	p	p	w	o	y
p	f	y	f	f	g	e	k	k	b	p	w	o	v
p	x	g	f	f	h	e	k	k	b	p	w	o	v
p	x	g	f	f	p	e	k	k	n	p	w	o	y
e	f	e	t	f	p	t	s	s	w	p	w	o	v
p	f	y	f	f	h	e	k	k	n	p	w	o	v
p	f	g	f	f	h	e	k	k	b	p	w	o	y
p	f	g	f	f	h	e	k	k	n	p	w	o	v
p	x	y	f	f	g	e	k	k	b	p	w	o	v
p	x	y	f	f	g	e	k	k	p	p	w	o	v
p	x	g	f	f	h	e	k	k	n	p	w	o	y
p	x	y	f	f	p	e	k	k	p	p	w	o	y
p	f	w	t	f	p	t	f	f	w	p	w	o	s
p	f	y	f	f	h	e	k	k	p	p	w	o	v
p	f	y	f	f	p	e	k	k	b	p	w	o	v
p	f	g	f	f	h	e	k	k	n	p	w	o	y
p	f	y	f	f	p	e	k	k	p	p	w	o	y
p	f	y	f	f	h	e	k	k	b	p	w	o	v
p	f	g	f	f	g	e	k	k	b	p	w	o	v
p	x	g	f	f	p	e	k	k	n	p	w	o	y
p	x	y	f	f	h	e	k	k	b	p	w	o	y
p	f	g	f	f	g	e	k	k	p	p	w	o	v
p	x	y	f	f	p	e	k	k	n	p	w	o	y
p	f	g	f	f	p	e	k	k	n	p	w	o	v
p	x	y	f	f	g	e	k	k	n	p	w	o	v
p	x	w	t	f	h	t	f	s	w	p	w	o	s
p	f	g	f	f	p	e	k	k	n	p	w	o	y
p	x	b	t	f	p	t	f	s	w	p	w	o	s
p	f	g	f	f	h	e	k	k	p	p	w	o	v
p	x	g	f	f	p	e	k	k	n	p	w	o	v
p	x	y	f	f	g	e	k	k	n	p	w	o	y
p	x	y	f	f	p	e	k	k	n	p	w	o	y
p	x	y	f	f	g	e	k	k	p	p	w	o	v
e	f	g	t	f	u	t	s	s	g	p	w	o	y
p	f	y	f	f	h	e	k	k	p	p	w	o	y
p	x	g	f	f	h	e	k	k	p	p	w	o	y
p	f	y	f	f	h	e	k	k	p	p	w	o	v
p	f	y	f	f	h	e	k	k	n	p	w	o	v
p	f	y	f	f	g	e	k	k	n	p	w	o	y
p	x	g	f	f	h	e	k	k	p	p	w	o	v
p	f	g	f	f	g	e	k	k	b	p	w	o	y
p	x	g	f	f	g	e	k	k	p	p	w	o	y
p	x	p	f	f	p	e	s	s	w	p	w	o	s
p	x	y	f	f	g	e	k	k	n	p	w	o	y
p	x	y	f	f	g	e	k	k	n	p	w	o	y
p	f	y	f	f	h	e	k	k	b	p	w	o	y
p	x	g	f	f	g	e	k	k	p	p	w	o	v
p	f	g	f	f	g	e	k	k	p	p	w	o	v
p	x	g	f	f	h	e	k	k	p	p	w	o	v
p	x	y	f	f	h	e	k	k	b	p	w	o	y
p	x	y	f	f	g	e	k	k	b	p	w	o	v
p	x	g	f	f	h	e	k	k	p	p	w	o	y
p	x	y	f	f	g	e	k	k	n	p	w	o	v
p	f	g	f	f	g	e	k	k	b	p	w	o	y
p	f	g	f	f	p	e	k	k	p	p	w	o	v
p	x	y	f	f	h	e	k	k	b	p	w	o	y
e	k	n	f	f	w	e	f	f	w	p	w	o	v
p	f	g	f	f	p	e	k	k	n	p	w	o	y
p	x	y	f	f	h	e	k	k	n	p	w	o	y
p	f	y	f	f	p	e	k	k	p	p	w	o	y
p	x	g	f	f	h	e	k	k	n	p	w	o	v
p	x	g	f	f	h	e	k	k	b	p	w	o	y
p	f	y	f	f	p	e	k	k	p	p	w	o	v
e	f	p	t	f	e	e	s	s	w	p	w	t	c
p	f	y	f	f	p	e	k	k	n	p	w	o	v
p	x	y	f	f	g	e	k	k	b	p	w	o	y
p	x	g	f	f	p	e	k	k	p	p	w	o	y
p	f	g	f	f	g	e	k	k	b	p	w	o	y
p	x	y	f	f	g	e	k	k	b	p	w	o	v
p	f	g	f	f	h	e	k	k	p	p	w	o	y
p	f	g	f	f	h	e	k	k	n	p	w	o	v
e	k	p	t	f	e	e	s	s	w	p	w	t	c
p	x	y	f	f	p	e	k	k	p	p	w	o	v
p	f	y	f	f	p	e	k	k	p	p	w	o	v
p	f	g	f	f	h	e	k	k	b	p	w	o	y
p	f	g	f	f	p	e	k	k	n	p	w	o	v
p	x	y	f	f	h	e	k	k	n	p	w	o	y
p	f	g	f	f	p	e	k	k	n	p	w	o	y
p	x	g	f	f	g	e	k	k	p	p	w	o	y
p	f	y	f	f	g	e	k	k	b	p	w	o	y
p	f	g	f	f	h	e	k	k	n	p	w	o	y
p	x	y	f	f	g	e	k	k	p	p	w	o	v
p	f	g	f	f	g	e	k	k	n	p	w	o	v
p	f	g	f	f	g	e	k	k	p	p	w	o	y
p	f	y	f	f	h	e	k	k	p	p	w	o	y
e	f	g	t	f	w	t	s	s	p	p	w	o	y
p	f	g	f	f	h	e	k	k	p	p	w	o	y
p	f	g	f	f	g	e	k	k	n	p	w	o	v
p	f	g	f	f	g	e	k	k	b	p	w	o	v
p	x	y	f	f	p	e	k	k	p	p	w	o	v
p	x	g	f	f	p	e	k	k	b	p	w	o	y
p	x	y	f	f	g	e	k	k	p	p	w	o	y
p	f	y	f	f	p	e	k	k	b	p	w	o	y
p	x	y	f	f	g	e	k	k	p	p	w	o	v
p	x	y	f	f	p	e	k	k	n	p	w	o	y
p	f	g	f	f	p	e	k	k	b	p	w	o	v
p	x	y	f	f	h	e	k	k	p	p	w	o	v
p	f	g	f	f	h	e	k	k	b	p	w	o	v
p	f	g	f	f	g	e	k	k	b	p	w	o	y
p	f	g	f	f	h	e	k	k	n	p	w	o	y
p	f	y	f	f	h	e	k	k	p	p	w	o	v
p	f	g	f	f	p	e	k	k	p	p	w	o	y
p	x	y	f	f	g	e	k	k	b	p	w	o	y
p	f	g	f	f	p	e	k	k	n	p	w	o	y
p	f	g	f	f	h	e	k	k	b	p	w	o	y
p	f	g	f	f	p	e	k	k	n	p	w	o	v
e	x	r	f	f	p	e	s	f	w	p	w	o	v
p	f	y	f	f	p	e	k	k	n	p	w	o	y
p	x	y	f	f	g	e	k	k	b	p	w	o	y
p	x	n	f	f	b	t	k	s	w	p	w	o	v
p	f	y	f	f	h	e	k	k	b	p	w	o	v
p	k	n	f	f	w	e	k	y	w	p	w	o	v
p	f	y	f	f	p	e	k	k	b	p	w	o	y
p	x	g	f	f	h	e	k	k	b	p	w	o	v
p	x	g	f	f	h	e	k	k	b	p	w	o	y
p	f	g	f	f	g	e	k	k	n	p	w	o	y
p	x	y	f	f	p	e	k	k	p	p	w	o	v
p	x	g	f	f	g	e	k	k	n	p	w	o	v
p	x	g	f	f	g	e	k	k	n	p	w	o	v
p	x	g	f	f	p	e	k	k	n	p	w	o	y
p	x	g	f	f	g	e	k	k	p	p	w	o	y
e	f	e	t	f	w	t	s	s	g	p	w	o	y
p	f	y	f	f	h	e	k	k	n	p	w	o	y
p	x	y	f	f	h	e	k	k	p	p	w	o	v
p	f	y	f	f	g	e	k	k	n	p	w	o	v
p	x	y	f	f	p	e	k	k	b	p	w	o	v
p	f	g	f	f	h	e	k	k	n	p	w	o	y
p	f	g	f	f	h	e	k	k	p	p	w	o	v
p	x	y	f	f	g	e	k	k	p	p	w	o	y
p	f	b	t	f	w	t	s	s	w	p	w	o	s
p	x	g	f	f	p	e	k	k	p	p	w	o	v
p	x	y	f	f	g	e	k	k	n	p	w	o	v
p	f	g	f	f	g	e	k	k	n	p	w	o	v
p	f	g	f	f	g	e	k	k	b	p	w	o	y
p	f	y	f	f	p	e	k	k	p	p	w	o	v
p	f	g	f	f	h	e	k	k	n	p	w	o	y
p	x	g	f	f	p	e	k	k	b	p	w	o	v
