Index,Height(cm),Weight(kg)
14173,176.8,62.4
14174,171.5,63.2
14175,173.8,61.2
14176,167.7,50.2
14177,173.6,56.1
14178,172.4,51.0
14179,175.2,54.3
14180,173.6,59.4
14181,170.7,63.3
14182,164.3,57.0
14183,180.0,64.1
14184,167.3,56.0
14185,167.1,53.2
14186,171.5,60.6
14187,171.2,62.2
14188,168.0,57.3
14189,171.7,60.5
14190,166.6,58.2
14191,168.6,54.9
14192,173.2,55.0
14193,167.9,51.2
14194,171.8,55.5
14195,168.8,56.7
14196,161.3,53.4
14197,171.2,63.6
14198,175.0,65.6
14199,163.0,49.7
14200,164.8,56.6
14201,171.6,58.4
14202,181.9,64.9
14203,172.2,55.0
14204,170.7,58.0
14205,172.2,52.0
14206,170.7,59.1
14207,172.3,49.8
14208,169.4,58.3
14209,184.4,64.8
14210,174.9,54.9
14211,176.7,55.3
14212,167.9,54.6
14213,170.6,60.2
14214,180.6,58.4
14215,179.4,65.7
14216,168.0,54.5
14217,175.2,68.3
14218,166.1,54.4
14219,179.9,60.8
14220,174.9,60.1
14221,174.0,59.9
14222,183.6,67.6
14223,166.9,47.9
14224,171.4,48.0
14225,173.0,51.9
14226,177.2,63.8
14227,170.6,47.6
14228,176.7,67.8
14229,164.7,51.0
14230,170.0,51.5
14231,169.8,53.0
14232,168.7,52.5
14233,178.8,64.8
14234,176.9,51.1
14235,170.3,50.9
14236,168.7,65.5
14237,170.9,58.0
14238,172.7,56.1
14239,173.8,47.9
14240,169.2,59.6
14241,173.5,59.3
14242,165.0,48.5
14243,174.8,62.8
14244,181.1,65.6
14245,169.2,50.0
14246,181.5,62.9
14247,176.2,57.4
14248,176.0,62.8
14249,170.4,47.3
14250,168.0,57.8
14251,167.0,55.8
14252,174.8,54.1
14253,168.3,56.0
14254,171.1,54.0
14255,165.8,56.0
14256,172.0,52.1
14257,167.3,57.1
14258,166.8,56.2
14259,170.1,58.7
14260,173.4,51.8
14261,167.8,51.8
14262,171.6,50.3
14263,172.6,52.6
14264,163.6,47.8
14265,175.8,56.0
14266,172.0,63.9
14267,165.5,58.5
14268,171.0,61.4
14269,170.1,51.9
14270,172.9,49.5
14271,164.4,55.5
14272,168.7,55.5
14273,170.0,56.8
14274,170.8,52.0
14275,178.4,61.2
14276,181.1,60.0
14277,166.4,52.9
14278,176.4,61.2
14279,168.2,53.6
14280,178.2,56.7
14281,173.8,61.3
14282,177.4,67.1
14283,170.6,54.6
14284,176.0,58.8
14285,172.3,59.2
14286,168.7,60.0
14287,172.0,56.4
14288,175.9,63.3
14289,177.5,57.3
14290,175.9,51.1
14291,178.9,54.0
14292,163.1,50.1
14293,167.8,55.1
14294,173.1,56.6
14295,163.2,47.8
14296,167.4,54.0
14297,176.3,62.8
14298,172.0,57.1
14299,176.5,59.0
14300,171.0,59.9
14301,167.8,57.5
14302,167.6,53.1
14303,168.8,56.4
14304,177.0,66.7
14305,170.5,60.5
14306,169.1,58.8
14307,173.9,72.3
14308,169.5,56.6
14309,175.8,66.1
14310,174.8,56.6
14311,171.9,56.0
14312,166.2,56.4
14313,168.0,51.7
14314,172.4,58.1
14315,173.1,54.4
14316,172.1,61.4
14317,166.6,64.4
14318,172.6,60.6
14319,175.7,61.4
14320,176.6,63.6
14321,174.6,55.0
14322,169.0,56.1
14323,175.6,65.8
14324,172.6,57.2
14325,170.1,52.0
14326,173.6,53.8
14327,172.2,56.9
14328,174.9,53.8
14329,168.7,55.9
14330,178.6,51.1
14331,175.9,66.3
14332,169.4,51.1
14333,170.7,61.1
14334,169.5,56.1
14335,173.9,53.3
14336,174.8,56.5
14337,175.5,63.7
14338,170.6,52.9
14339,171.2,60.3
14340,168.4,53.1
14341,173.3,53.2
14342,164.6,51.5
14343,163.8,48.1
14344,178.5,62.1
14345,165.7,50.1
14346,167.3,56.0
14347,167.9,45.0
14348,174.8,54.3
14349,175.9,59.7
14350,167.9,49.9
14351,180.8,68.3
14352,173.0,56.5
14353,174.1,60.9
14354,161.8,49.6
14355,168.8,55.6
14356,174.9,57.6
14357,167.9,64.7
14358,166.8,61.1
14359,175.1,57.6
14360,172.4,55.5
14361,164.4,50.1
14362,172.8,48.9
14363,176.5,58.3
14364,165.9,52.4
14365,178.6,52.6
14366,172.2,54.5
14367,168.3,52.0
14368,174.3,69.2
14369,175.9,56.8
14370,168.1,57.9
14371,173.0,45.6
14372,173.0,46.2
14373,180.3,63.2
14374,177.5,60.2
14375,181.7,66.8
14376,173.9,58.8
14377,168.7,65.4
14378,170.5,54.7
14379,176.1,62.9
14380,173.7,54.0
14381,166.3,58.8
14382,183.1,62.2
14383,171.7,60.6
14384,170.0,55.4
14385,178.1,53.0
14386,175.5,57.9
14387,171.2,55.5
14388,176.4,58.2
14389,168.7,48.0
14390,166.9,51.9
14391,165.9,59.1
14392,164.6,55.7
14393,173.1,60.7
14394,178.0,59.4
14395,162.7,48.8
14396,171.0,53.8
14397,182.5,61.8
14398,175.6,53.9
14399,166.1,40.9
14400,166.9,61.6
14401,176.9,52.6
14402,174.9,60.4
14403,166.1,46.1
14404,178.6,61.1
14405,175.8,62.0
14406,168.4,45.5
14407,168.0,54.2
14408,173.1,54.9
14409,171.3,55.4
14410,168.7,50.9
14411,166.0,46.9
14412,176.0,62.3
14413,170.5,68.2
14414,176.0,63.3
14415,175.6,55.9
14416,175.9,59.0
14417,170.0,48.7
14418,179.9,57.2
14419,169.6,61.6
14420,167.3,57.4
14421,169.5,55.0
14422,163.7,52.7
14423,177.0,61.4
14424,164.9,48.6
14425,171.8,60.7
14426,174.5,62.5
14427,174.8,50.7
14428,175.1,51.7
14429,177.8,63.2
14430,181.5,54.2
14431,170.0,57.4
14432,173.8,55.4
14433,173.9,51.4
14434,166.0,54.0
14435,182.6,67.1
14436,174.3,61.4
14437,173.0,52.2
14438,166.4,58.9
14439,168.5,57.1
14440,175.4,65.3
14441,174.7,59.6
14442,175.0,60.4
14443,174.7,64.5
14444,173.6,56.9
14445,172.0,60.9
14446,166.4,46.7
14447,180.5,63.0
14448,176.5,54.9
14449,174.3,56.8
14450,174.1,60.6
14451,175.9,71.4
14452,178.2,54.3
14453,167.6,63.8
14454,168.4,49.3
14455,167.0,57.3
14456,178.8,64.6
14457,171.4,60.7
14458,168.0,58.2
14459,169.1,54.7
14460,176.8,60.8
14461,167.1,53.2
14462,176.4,56.8
14463,162.4,45.4
14464,178.0,61.1
14465,165.0,44.6
14466,173.0,49.6
14467,174.8,61.0
14468,170.1,58.4
14469,165.3,56.3
14470,175.5,59.6
14471,167.9,52.6
14472,170.3,49.9
14473,175.0,49.0
14474,169.7,54.4
14475,169.0,53.7
14476,171.7,56.8
14477,174.2,58.0
14478,165.5,56.8
14479,177.5,62.1
14480,172.1,59.6
14481,176.5,55.6
14482,175.2,53.9
14483,181.9,70.3
14484,173.5,65.2
14485,170.2,57.4
14486,170.6,57.7
14487,174.9,53.7
14488,177.2,57.5
14489,170.8,50.7
14490,170.9,60.6
14491,174.3,62.1
14492,184.2,65.1
14493,181.8,56.4
14494,164.0,55.8
14495,174.7,59.2
14496,165.4,47.2
14497,180.9,67.3
14498,166.8,49.4
14499,163.2,52.9
14500,175.0,48.5
14501,173.9,66.4
14502,178.7,70.4
14503,180.9,63.7
14504,167.5,60.6
14505,172.5,58.3
14506,167.6,58.9
14507,176.0,66.4
14508,174.1,57.4
14509,180.9,56.1
14510,170.8,57.0
14511,165.9,59.5
14512,175.5,58.0
14513,169.1,56.7
14514,168.9,62.6
14515,180.2,73.7
14516,166.4,55.0
14517,176.3,56.5
14518,165.8,53.9
14519,171.5,60.8
14520,173.1,50.6
14521,174.8,61.7
14522,172.5,51.8
14523,176.6,62.0
14524,172.9,58.7
14525,181.0,67.9
14526,174.5,54.9
14527,162.5,51.9
14528,171.8,57.5
14529,169.0,60.4
14530,171.2,56.6
14531,183.7,68.5
14532,172.9,47.5
14533,165.6,51.9
14534,178.6,62.4
14535,169.5,57.5
14536,170.7,56.3
14537,175.2,61.7
14538,172.0,60.1
14539,176.7,54.7
14540,172.4,67.4
14541,175.9,59.3
14542,162.2,55.1
14543,177.2,64.4
14544,170.8,60.6
14545,164.0,52.9
14546,167.4,57.8
14547,168.5,62.5
14548,159.8,55.2
14549,170.6,58.0
14550,166.3,59.5
14551,178.0,64.6
14552,174.4,66.3
14553,163.9,50.1
14554,168.9,55.5
14555,179.7,63.8
14556,171.8,53.7
14557,165.9,46.3
14558,171.9,62.1
14559,173.0,59.5
14560,168.7,49.6
14561,171.3,61.4
14562,172.4,58.1
14563,165.8,57.8
14564,182.4,64.5
14565,173.6,54.2
14566,174.9,52.6
14567,170.5,49.9
14568,169.0,55.6
14569,170.6,50.0
14570,174.5,59.2
14571,173.3,61.7
14572,166.2,60.3
14573,171.8,57.3
14574,170.0,58.5
14575,172.7,57.8
14576,177.0,63.1
14577,168.8,54.5
14578,169.0,57.5
14579,176.9,60.4
14580,171.1,52.0
14581,170.7,56.8
14582,175.6,61.4
14583,172.6,52.2
14584,173.9,53.0
14585,178.9,50.8
14586,171.8,57.0
14587,170.4,63.6
14588,166.0,45.2
14589,166.0,52.7
14590,176.6,59.6
14591,176.1,57.2
14592,169.8,56.3
14593,165.4,57.4
14594,183.3,65.6
14595,175.3,64.2
14596,165.2,51.2
14597,176.0,67.4
14598,175.5,62.0
14599,166.1,57.3
14600,164.9,46.8
14601,172.8,56.6
14602,169.8,53.5
14603,169.0,52.2
14604,170.4,56.4
14605,168.2,56.2
14606,174.4,59.5
14607,172.2,59.2
14608,172.7,62.2
14609,163.1,47.9
14610,180.4,57.6
14611,182.1,59.6
14612,172.1,52.3
14613,176.9,68.0
14614,176.2,58.1
14615,174.5,61.8
14616,170.8,55.6
14617,176.1,56.3
14618,167.3,58.4
14619,174.5,59.1
14620,174.4,53.6
14621,174.4,53.9
14622,169.8,61.2
14623,174.5,65.0
14624,168.9,53.2
14625,173.4,60.1
14626,176.3,56.1
14627,171.2,58.9
14628,185.1,56.7
14629,171.5,63.0
14630,164.1,48.1
14631,177.8,60.9
14632,178.6,58.0
14633,163.4,52.4
14634,171.4,51.6
14635,172.2,53.9
14636,165.9,47.6
14637,179.9,60.7
14638,173.2,53.1
14639,175.6,63.7
14640,169.2,65.4
14641,179.3,59.9
14642,169.9,48.0
14643,169.5,52.2
14644,169.8,54.0
14645,176.2,68.6
14646,174.3,58.2
14647,175.6,57.0
14648,170.3,58.2
14649,171.4,56.3
14650,169.2,59.8
14651,178.1,61.3
14652,178.1,59.8
14653,174.7,59.5
14654,177.9,68.3
14655,173.1,55.5
14656,171.5,54.3
14657,173.4,60.2
14658,170.9,51.7
14659,168.4,58.2
14660,177.9,55.1
14661,178.4,63.7
14662,177.5,55.9
14663,175.1,51.1
14664,172.0,61.2
14665,172.6,51.6
14666,172.5,59.3
14667,179.0,53.7
14668,173.1,59.7
14669,174.8,65.4
14670,177.9,56.9
14671,166.7,50.4
14672,179.8,56.5
14673,173.1,61.0
14674,174.9,61.4
14675,169.8,51.8
14676,165.6,52.4
14677,176.6,60.8
14678,181.1,61.7
14679,168.8,48.5
14680,177.4,62.4
14681,169.1,54.7
14682,165.1,54.9
14683,166.6,59.5
14684,165.4,54.1
14685,184.0,62.3
14686,168.3,58.5
14687,171.9,53.8
14688,165.0,58.7
14689,167.9,53.4
14690,169.8,52.1
14691,170.8,57.7
14692,172.6,50.1
14693,168.5,59.2
14694,181.7,69.1
14695,180.6,60.7
14696,169.7,56.7
14697,180.6,54.9
14698,171.3,59.7
14699,174.9,61.3
14700,171.8,53.9
14701,166.7,63.0
14702,170.4,51.6
14703,173.1,54.1
14704,170.3,47.6
14705,170.2,62.9
14706,175.8,60.6
14707,166.4,54.3
14708,170.5,59.7
14709,168.3,58.7
14710,172.8,58.7
14711,180.9,68.0
14712,167.1,58.1
14713,175.3,58.0
14714,163.5,46.9
14715,181.1,60.3
14716,172.7,61.9
14717,171.2,59.7
14718,167.3,55.7
14719,177.9,64.2
14720,164.2,53.6
14721,168.2,58.7
14722,184.0,64.5
14723,173.2,56.8
14724,165.3,60.8
14725,165.0,56.1
14726,174.6,60.3
14727,171.4,56.7
14728,165.4,42.8
14729,174.5,55.9
14730,164.6,55.6
14731,173.6,58.3
14732,183.2,64.8
14733,173.3,66.7
14734,169.9,55.1
14735,175.2,65.9
14736,176.4,54.4
14737,165.2,59.9
14738,171.0,57.3
14739,177.8,63.4
14740,167.3,52.0
14741,169.6,55.1
14742,174.3,62.6
14743,168.9,58.7
14744,173.9,54.0
14745,176.8,57.1
14746,181.9,68.9
14747,169.1,45.5
14748,166.0,52.5
14749,181.7,61.2
14750,172.5,55.3
14751,174.1,57.6
14752,168.4,56.9
14753,178.0,67.2
14754,168.8,62.2
14755,169.9,56.4
14756,182.8,73.0
14757,167.1,50.4
14758,182.9,61.5
14759,172.4,56.8
14760,172.6,59.9
14761,169.4,56.5
14762,175.5,54.6
14763,172.1,54.7
14764,171.6,58.0
14765,164.2,55.7
14766,177.0,57.3
14767,174.5,61.2
14768,173.2,54.7
14769,173.6,56.1
14770,165.6,54.5
14771,175.6,66.8
14772,169.6,67.8
14773,167.9,51.8
14774,174.5,53.7
14775,176.6,58.7
14776,170.6,52.7
14777,169.0,53.6
14778,180.5,68.3
14779,175.8,56.5
14780,169.6,54.8
14781,173.0,55.3
14782,171.1,58.9
14783,173.4,51.8
14784,171.9,54.9
14785,168.2,53.0
14786,178.8,64.2
14787,172.2,53.8
14788,168.7,52.3
14789,173.2,51.8
14790,174.7,61.3
14791,179.3,56.5
14792,173.0,58.7
14793,164.8,55.1
14794,170.5,62.2
14795,177.7,58.8
14796,172.2,59.4
14797,181.3,65.6
14798,172.6,65.7
14799,184.8,71.9
14800,186.4,70.2
14801,176.1,61.4
14802,169.3,56.3
14803,174.3,62.4
14804,178.1,57.3
14805,173.7,64.0
14806,183.6,56.0
14807,179.4,61.9
14808,181.5,64.0
14809,178.9,60.6
14810,164.8,52.0
14811,174.8,50.4
14812,176.5,62.7
14813,167.7,51.5
14814,179.0,57.7
14815,169.7,56.9
14816,179.5,60.2
14817,169.4,47.6
14818,166.6,60.0
14819,168.6,56.6
14820,170.4,44.2
14821,168.9,49.9
14822,174.8,59.9
14823,164.3,51.9
14824,175.3,51.5
14825,176.4,64.3
14826,178.0,60.5
14827,169.7,55.2
14828,172.9,58.9
14829,176.9,56.7
14830,164.6,55.2
14831,171.1,56.8
14832,171.2,49.3
14833,173.7,53.8
14834,173.8,70.9
14835,176.3,56.5
14836,169.7,54.6
14837,166.6,49.7
14838,180.4,72.6
14839,172.2,64.2
14840,180.4,62.0
14841,171.3,62.5
14842,177.2,65.2
14843,162.8,50.4
14844,173.6,65.3
14845,176.3,54.4
14846,168.8,47.2
14847,177.2,57.4
14848,181.1,67.3
14849,170.9,54.1
14850,174.1,63.7
14851,162.4,45.4
14852,173.4,51.9
14853,175.3,58.9
14854,173.6,59.7
14855,167.4,50.5
14856,166.5,54.4
14857,169.9,56.5
14858,171.5,52.9
14859,181.2,67.3
14860,169.1,58.5
14861,165.5,47.7
14862,170.8,58.2
14863,174.7,60.8
14864,170.0,57.0
14865,178.3,70.2
14866,173.1,49.7
14867,167.6,54.9
14868,176.0,63.1
14869,173.2,52.5
14870,171.2,62.8
14871,176.1,57.8
14872,169.3,54.7
14873,174.3,66.0
14874,177.3,61.5
14875,172.7,63.2
14876,176.2,58.9
14877,178.3,67.0
14878,177.7,62.7
14879,176.5,53.5
14880,179.0,54.4
14881,166.9,52.2
14882,175.9,57.5
14883,170.9,60.7
14884,176.9,61.5
14885,166.4,59.2
14886,183.3,61.0
14887,171.8,63.8
14888,177.7,59.0
14889,169.2,56.3
14890,171.3,61.8
14891,161.9,57.2
14892,174.5,61.1
14893,179.8,60.8
14894,176.2,64.1
14895,175.1,62.4
14896,175.0,59.4
14897,165.6,52.8
14898,171.0,53.2
14899,163.5,56.3
14900,168.5,54.2
14901,168.6,59.8
14902,169.3,65.3
14903,165.6,43.3
14904,176.3,53.5
14905,162.7,55.8
14906,173.3,60.6
14907,175.0,60.6
14908,179.5,64.3
14909,168.1,60.2
14910,177.3,63.3
14911,176.3,67.6
14912,172.6,53.5
14913,170.9,58.0
14914,171.3,63.5
14915,174.2,57.7
14916,173.2,52.9
14917,180.9,64.6
14918,176.1,55.9
14919,166.8,50.3
14920,178.7,64.9
14921,164.6,59.7
14922,167.4,44.1
14923,169.5,58.1
14924,166.1,50.8
14925,169.5,55.2
14926,166.4,54.5
14927,173.7,57.8
14928,176.1,59.6
14929,185.9,65.6
14930,172.9,52.9
14931,177.8,55.6
14932,179.5,53.4
14933,168.7,60.9
14934,173.0,60.5
14935,177.9,57.4
14936,164.0,52.1
14937,173.7,60.2
14938,173.0,57.6
14939,168.3,62.4
14940,171.8,51.7
14941,170.5,59.3
14942,173.5,55.5
14943,177.9,57.2
14944,171.9,60.0
14945,175.9,55.8
14946,180.0,59.8
14947,170.5,60.4
14948,166.8,55.0
14949,172.5,54.8
14950,168.7,59.0
14951,170.6,57.5
14952,167.6,62.1
14953,167.7,51.9
14954,182.2,69.5
14955,167.9,56.8
14956,173.4,62.2
14957,176.0,57.7
14958,167.0,51.7
14959,170.1,55.4
14960,166.8,59.7
14961,175.2,62.7
14962,174.4,54.3
14963,160.7,60.9
14964,176.1,66.0
14965,173.3,58.7
14966,172.5,50.7
14967,168.1,60.6
14968,171.0,52.5
14969,170.1,53.7
14970,167.1,56.6
14971,169.7,53.8
14972,165.4,52.6
14973,169.8,55.9
14974,173.7,50.3
14975,174.5,63.0
14976,181.9,58.7
14977,173.5,62.5
14978,173.5,49.3
14979,168.8,55.5
14980,173.0,59.1
14981,183.1,62.8
14982,174.8,51.9
14983,169.1,51.6
14984,178.3,59.6
14985,173.7,64.4
14986,173.3,60.1
14987,181.8,62.3
14988,174.9,62.6
14989,179.0,60.5
14990,173.2,54.2
14991,171.1,55.9
14992,171.6,54.0
14993,179.0,62.5
14994,175.3,60.4
14995,175.7,54.8
14996,176.0,61.2
14997,173.5,60.1
14998,177.4,50.9
14999,170.2,70.2
15000,174.8,60.1
15001,166.4,50.4
15002,176.1,58.1
15003,164.9,60.0
15004,171.3,61.8
15005,173.7,61.5
15006,166.3,37.8
15007,176.2,61.1
15008,176.7,61.1
15009,165.9,52.1
15010,170.4,53.6
15011,168.7,60.6
15012,180.4,58.2
15013,176.0,55.0
15014,169.8,53.0
15015,166.8,52.8
15016,173.8,59.5
15017,167.9,56.7
15018,169.9,47.7
15019,171.8,57.3
15020,175.3,60.0
15021,172.6,61.0
15022,159.1,44.8
15023,179.0,54.0
15024,180.3,60.3
15025,174.9,62.3
15026,181.9,57.6
15027,165.5,50.0
15028,169.4,61.0
15029,173.2,60.8
15030,170.5,52.3
15031,173.8,56.3
15032,172.2,63.3
15033,176.7,57.2
15034,176.9,59.2
15035,169.5,57.7
15036,169.8,52.5
15037,174.6,52.0
15038,172.3,58.9
15039,170.5,60.1
15040,165.1,56.4
15041,171.4,46.6
15042,170.8,65.4
15043,170.8,57.9
15044,168.4,47.5
15045,171.2,56.9
15046,169.1,57.2
15047,167.5,47.3
15048,177.3,52.2
15049,174.1,63.1
15050,179.5,60.5
15051,174.2,56.0
15052,177.6,56.7
15053,176.0,63.8
15054,179.9,52.0
15055,176.5,68.2
15056,165.4,49.5
15057,169.0,45.8
15058,169.6,49.5
15059,171.7,60.1
15060,179.0,59.8
15061,159.9,55.7
15062,170.6,57.4
15063,171.1,52.2
15064,169.5,54.5
15065,168.9,54.6
15066,168.4,47.1
15067,177.4,63.3
15068,173.8,50.4
15069,178.4,51.4
15070,172.6,53.6
15071,171.1,53.8
15072,175.4,66.6
15073,163.7,51.4
15074,166.2,55.8
15075,170.1,58.5
15076,175.3,52.7
15077,171.7,62.0
15078,167.5,59.3
15079,170.5,56.9
15080,178.3,57.4
15081,176.2,59.7
15082,177.5,65.3
15083,168.5,56.5
15084,177.5,57.7
15085,175.7,64.5
15086,161.8,45.5
15087,175.1,51.1
15088,172.3,47.2
15089,174.5,60.4
15090,182.3,64.9
15091,179.8,64.6
15092,170.3,52.7
15093,179.7,64.9
15094,162.6,46.6
15095,173.9,59.9
15096,164.7,53.1
15097,178.6,59.8
15098,178.3,74.3
15099,172.8,62.4
15100,175.3,58.9
15101,170.3,54.6
15102,176.6,56.3
15103,161.1,57.3
15104,178.3,61.9
15105,170.4,57.7
15106,179.6,64.2
15107,169.0,60.5
15108,168.5,56.1
15109,169.6,59.6
15110,175.9,57.3
15111,163.7,41.9
15112,171.8,51.8
15113,165.8,55.3
15114,170.9,55.6
15115,169.4,49.0
15116,170.7,57.6
15117,174.9,67.5
15118,167.4,62.1
15119,171.4,62.4
15120,167.3,56.0
15121,176.7,59.6
15122,168.9,54.9
15123,170.5,59.3
15124,172.8,53.8
15125,179.3,60.7
15126,171.1,60.8
15127,165.0,56.6
15128,177.1,57.5
15129,172.3,52.8
15130,170.5,62.4
15131,175.0,57.4
15132,167.9,65.0
15133,170.0,52.0
15134,171.8,55.9
15135,171.9,66.5
15136,177.0,59.5
15137,171.5,49.8
15138,168.9,51.1
15139,171.4,52.6
15140,165.7,53.8
15141,165.5,49.5
15142,177.7,53.6
15143,170.1,54.3
15144,184.6,63.8
15145,179.4,65.0
15146,168.4,57.8
15147,169.9,53.6
15148,176.9,62.9
15149,183.2,60.7
15150,171.8,52.6
15151,168.4,59.0
15152,168.2,52.0
15153,175.4,56.1
15154,175.2,56.5
15155,171.5,66.1
15156,171.5,62.3
15157,173.2,55.0
15158,170.5,54.1
15159,171.6,55.9
15160,169.4,63.9
15161,165.8,45.9
15162,177.7,64.8
15163,177.5,59.2
15164,176.3,57.4
15165,176.2,63.3
15166,173.7,57.3
15167,175.7,63.4
15168,182.6,60.9
15169,175.5,51.8
15170,169.1,53.5
15171,167.3,61.2
15172,176.0,58.3
15173,179.2,62.3
15174,166.9,56.3
15175,173.5,58.8
15176,174.4,57.2
15177,168.9,56.3
15178,168.5,58.2
15179,170.5,50.1
15180,172.8,59.6
15181,172.7,60.1
15182,169.0,56.9
15183,168.9,60.6
15184,174.0,48.4
15185,170.3,63.7
15186,172.2,55.6
15187,179.8,64.4
15188,171.1,54.3
15189,169.1,63.7
15190,174.8,52.5
15191,172.2,62.7
15192,179.3,60.3
15193,168.1,53.4
15194,163.9,55.7
15195,175.8,56.6
15196,182.9,52.5
15197,173.3,61.6
15198,165.0,50.2
15199,174.6,63.7
15200,166.7,46.6
15201,172.5,54.1
15202,173.1,61.9
15203,170.4,54.2
15204,169.6,52.3
15205,171.4,54.1
15206,175.7,60.8
15207,170.0,56.3
15208,164.2,55.2
15209,173.3,54.2
15210,189.5,66.7
15211,175.7,52.9
15212,163.7,48.3
15213,172.4,62.1
15214,172.5,63.1
15215,166.7,56.3
15216,177.6,68.9
15217,170.3,54.3
15218,174.6,60.9
15219,172.7,54.5
15220,176.5,59.5
15221,176.9,61.1
15222,174.4,51.6
15223,175.1,61.3
15224,165.8,51.4
15225,176.7,68.2
15226,163.9,57.3
15227,169.6,48.0
15228,173.2,54.0
15229,181.3,68.0
15230,181.7,61.1
15231,178.2,65.1
15232,170.9,51.6
15233,162.4,55.8
15234,178.1,52.1
15235,178.6,59.1
15236,174.3,56.8
15237,164.3,52.8
15238,166.7,57.6
15239,173.6,59.0
15240,173.1,58.5
15241,168.6,58.6
15242,174.7,60.7
15243,159.3,52.5
15244,170.8,54.1
15245,171.0,57.7
15246,177.8,65.5
15247,168.4,56.0
15248,176.2,61.2
15249,171.1,57.3
15250,169.4,53.4
15251,171.4,53.7
15252,175.3,57.6
15253,175.1,51.4
15254,172.7,64.5
15255,164.4,51.5
15256,174.5,64.6
15257,169.3,54.9
15258,171.8,53.8
15259,176.7,62.5
15260,168.2,53.8
15261,177.0,60.7
15262,163.0,58.2
15263,170.3,52.9
15264,165.3,51.2
15265,169.0,54.4
15266,165.0,53.7
15267,179.6,63.0
15268,166.9,48.0
15269,179.7,59.9
15270,177.1,64.6
15271,178.8,53.9
15272,168.2,58.0
15273,175.6,54.2
15274,181.7,65.0
15275,171.1,54.7
15276,179.9,67.0
15277,175.1,61.1
15278,172.3,48.8
15279,169.7,52.3
15280,158.5,47.7
15281,178.3,61.1
15282,174.7,60.9
15283,175.9,49.9
15284,178.6,56.8
15285,179.9,58.7
15286,180.4,66.6
15287,173.1,59.0
15288,176.7,56.7
15289,169.7,44.9
15290,163.5,53.1
15291,172.8,51.8
15292,176.7,56.6
15293,171.8,59.8
15294,170.4,52.6
15295,181.2,62.1
15296,173.6,61.2
15297,173.2,64.2
15298,181.9,62.8
15299,174.2,56.9
15300,176.6,57.6
15301,175.1,55.2
15302,171.6,59.2
15303,159.3,54.9
15304,176.9,65.6
15305,175.7,56.2
15306,175.5,58.3
15307,168.2,64.7
15308,162.3,54.8
15309,172.8,64.7
15310,171.2,56.4
15311,172.4,55.9
15312,175.1,49.6
15313,164.2,58.8
15314,171.8,52.7
15315,174.1,65.4
15316,168.8,55.7
15317,167.5,50.9
15318,168.5,51.5
15319,173.4,55.9
15320,179.8,61.1
15321,179.0,63.4
15322,165.0,55.8
15323,173.6,59.3
15324,185.6,67.0
15325,178.6,60.9
15326,183.2,65.1
15327,185.2,63.1
15328,164.8,54.0
15329,175.0,56.0
15330,175.7,55.8
15331,169.5,56.0
15332,170.2,63.6
15333,171.0,53.7
15334,159.0,46.4
15335,174.4,58.7
15336,172.1,54.8
15337,182.0,55.5
15338,169.3,55.2
15339,173.5,57.7
15340,170.7,54.4
15341,171.7,66.1
15342,171.3,50.0
15343,168.9,53.1
15344,178.9,61.7
15345,168.0,52.1
15346,165.7,60.6
15347,173.5,56.6
15348,174.7,60.2
15349,175.9,59.4
15350,172.2,59.7
15351,170.6,58.6
15352,168.6,54.4
15353,177.5,61.6
15354,177.5,66.9
15355,170.3,55.8
15356,177.6,68.4
15357,169.6,49.4
15358,169.3,48.4
15359,175.1,57.2
15360,179.8,64.2
15361,179.9,64.6
15362,167.2,64.6
15363,174.2,55.1
15364,177.7,55.0
15365,167.3,54.8
15366,170.6,62.4
15367,165.9,50.9
15368,179.2,65.1
15369,163.3,52.4
15370,178.4,58.8
15371,174.1,63.8
15372,168.9,60.3
15373,169.4,49.5
15374,175.2,55.7
15375,167.5,55.5
15376,180.8,58.0
15377,179.2,57.1
15378,174.2,55.3
15379,160.3,47.8
15380,178.2,58.5
15381,177.6,61.3
15382,173.7,68.3
15383,169.6,53.6
15384,172.8,50.9
15385,173.5,53.1
15386,174.5,61.4
15387,175.7,61.1
15388,179.7,59.6
15389,171.3,62.8
15390,167.1,51.2
15391,172.3,61.6
15392,178.7,53.2
15393,172.9,52.3
15394,172.3,55.6
15395,173.6,58.3
15396,171.9,53.3
15397,166.5,52.7
15398,167.3,53.5
15399,171.4,51.5
15400,173.1,58.0
15401,171.7,52.3
15402,168.5,62.0
15403,172.7,64.3
15404,167.4,50.4
15405,177.1,58.7
15406,170.0,56.2
15407,172.4,61.0
15408,183.7,65.9
15409,175.4,60.2
15410,173.7,62.4
15411,176.4,58.8
15412,164.0,49.7
15413,159.8,50.7
15414,177.0,52.1
15415,174.6,51.8
15416,170.2,54.3
15417,172.6,58.8
15418,158.9,46.5
15419,171.9,52.5
15420,173.2,56.7
15421,169.8,63.6
15422,179.0,58.0
15423,163.5,52.5
15424,171.2,52.6
15425,174.5,62.0
15426,176.2,51.2
15427,173.2,55.2
15428,171.9,54.7
15429,174.9,61.8
15430,180.0,59.9
15431,175.0,58.2
15432,177.1,67.5
15433,165.9,55.7
15434,167.8,47.6
15435,171.4,56.3
15436,170.1,54.2
15437,181.0,56.9
15438,168.3,47.7
15439,166.0,58.0
15440,172.3,56.6
15441,175.0,55.8
15442,174.0,55.8
15443,174.2,60.0
