"Id","Type","Zone","LotArea","LotConfig","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtRating","BsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualSF","LivAreaSF","FullBath","HalfBath","Bedrooms","Kitchen","KitchenQual","TotRms","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PoolArea","MoSold","YrSold","SaleCondition","SalePrice"
5939764,20,"RL",9967,"Inside","1Fam","1Story",5,5,1974,1971,"Gable","TA","TA","CBlock","Gd","TA","Av","ALQ",1055,"Y",1335,0,0,1388,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd","RFn",2,424,"TA","TA",0,4,2006,"Normal",145573
5950412,30,"RL",14434,"Inside","1Fam","1Story",5,6,1940,1968,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",276,"Y",982,0,0,984,1,0,3,1,"TA",6,"Typ",1,"Gd",NA,NA,0,0,NA,NA,0,7,2008,"Normal",111432
5982356,70,"RL",6698,"Corner","1Fam","2Story",6,4,1915,1942,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"N",840,796,0,1649,1,1,4,1,"Fa",6,"Typ",0,NA,"Detchd","Unf",1,225,"TA","TA",0,5,2010,"Normal",105568
6056892,60,"RL",13430,"Corner","1Fam","2Story",7,5,2000,2000,"Gable","TA","TA","PConc","Ex","TA","Av","Unf",0,"Y",809,846,0,1650,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,679,"TA","TA",0,7,2008,"Abnorml",224638
6078188,80,"RL",10033,"FR2","1Fam","2.5Sto",5,7,1971,2003,"Hip","TA","TA","CBlock","TA","TA","Av","ALQ",365,"Y",581,519,0,1157,1,0,3,1,"TA",5,"Typ",0,NA,"Other","Unf",1,288,"TA","TA",0,12,2007,"Normal",105364
6099484,50,"RL",6515,"Inside","1Fam","1.5Sto",7,7,1928,1948,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",906,571,0,1445,2,0,3,1,"TA",6,"Typ",1,"Gd","Detchd","Unf",1,207,"TA","TA",0,8,2008,"Normal",133694
6110132,80,"RL",11577,"Inside","1Fam","2.5Sto",5,6,1959,1959,"Gable","TA","TA","CBlock","TA","TA","Av","LwQ",329,"Y",1281,0,0,1352,1,0,3,1,"TA",6,"Typ",2,"Fa","Attchd","RFn",2,581,"TA","TA",0,5,2006,"Abnorml",180792
6174020,75,"RM",13631,"Inside","1Fam","2.5Sto",10,9,1893,1998,"Gable","Ex","Ex","BrkTil","TA","TA","No","Unf",0,"Y",1582,1249,0,2720,3,1,3,1,"Gd",9,"Typ",1,"Gd","Detchd","Unf",2,886,"Gd","TA",0,7,2008,"Normal",271841
6205964,30,"RL",10073,"Inside","1Fam","1Story",6,7,1918,1997,"Gable","TA","Gd","BrkTil","TA","Gd","Mn","LwQ",207,"Y",800,0,0,796,1,0,2,1,"Fa",5,"Typ",0,NA,"Detchd","Fin",1,274,"TA","TA",0,5,2008,"Normal",123123
6237908,40,"RM",9442,"Inside","1Fam","1Story",5,6,1930,1952,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",754,0,151,919,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd","Unf",1,316,"TA","TA",0,8,2007,"Normal",62314
6259204,60,"RL",13158,"Corner","1Fam","2Story",10,5,2004,2004,"Gable","Ex","TA","PConc","Ex","TA","Gd","GLQ",1322,"Y",1767,565,0,2399,2,1,3,1,"Ex",10,"Typ",1,"Gd","Other","RFn",3,800,"TA","TA",0,6,2008,"Normal",557680
6301796,20,"RL",10974,"Inside","1Fam","1Story",8,5,2005,1997,"Gable","Gd","TA","PConc","Gd","TA","Gd","GLQ",1429,"Y",1746,0,0,1847,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",3,761,"TA","TA",0,8,2006,"Abnorml",388462
6312444,70,"RM",3647,"Inside","1Fam","2Story",6,7,1910,1985,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"N",661,669,0,1321,1,0,3,1,"TA",7,"Typ",0,NA,"Detchd","Unf",1,221,"TA","Fa",0,10,2005,"Normal",109062
6323092,120,"RL",3794,"Inside","TwnhsE","1Story",7,5,2006,2000,"Gable","Gd","TA","PConc","Ex","TA","Av","Unf",0,"Y",1404,0,0,1448,0,2,2,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",3,658,"TA","TA",0,2,2006,"Abnorml",198909
6333740,20,"RL",13475,"Inside","1Fam","1Story",5,6,1970,1970,"Gable","TA","TA","CBlock","Gd","TA","Mn","ALQ",1279,"Y",1707,0,0,1721,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,594,"TA","TA",0,3,2006,"Normal",166196
6344388,160,"RM",1892,"Inside","Twnhs","2Story",6,6,1973,1973,"Gable","TA","Gd","CBlock","Gd","TA","No","LwQ",77,"Y",695,876,0,1558,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,459,"TA","TA",0,7,2008,"Normal",118411
6365684,50,"RM",8636,"Inside","1Fam","1.5Sto",6,6,1937,1947,"Gable","TA","Gd","PConc","TA","TA","No","Unf",0,"Y",799,621,0,1332,1,1,3,1,"Gd",6,"Typ",1,"Gd","Detchd","Unf",1,557,"TA","TA",0,12,2007,"Normal",130523
6397628,20,"RL",12383,"Inside","1Fam","1Story",7,5,1996,1996,"Gable","Gd","TA","PConc","Gd","TA","Mn","GLQ",905,"Y",1468,0,0,1500,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","RFn",2,549,"TA","TA",0,9,2008,"Normal",195776
6450868,20,"RL",8252,"Inside","1Fam","1Story",4,5,1956,1956,"Gable","TA","Fa","CBlock","TA","TA","Mn","LwQ",932,"Y",1030,0,0,997,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd","Unf",1,268,"TA","TA",0,4,2006,"Normal",124128
6493460,20,"RL",8264,"Inside","1Fam","1Story",5,5,2003,2003,"Gable","TA","TA","PConc","Gd","TA","No","ALQ",209,"Y",1163,0,0,1130,1,0,3,1,"TA",6,"Typ",0,NA,NA,NA,0,0,NA,NA,0,12,2006,"Abnorml",131864
6536052,45,"RL",7342,"Corner","1Fam","1.5Sto",6,6,1948,1948,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",802,0,0,817,1,0,2,1,"Gd",4,"Typ",0,NA,"Detchd","Unf",2,536,"TA","TA",0,6,2007,"Normal",102189
6546700,20,"RL",11674,"Inside","1Fam","1Story",9,5,2003,2003,"Hip","Ex","TA","PConc","Ex","TA","Av","GLQ",46,"Y",1884,0,0,1893,2,0,3,1,"Gd",9,"Typ",1,"Gd","Attchd","Unf",3,810,"TA","TA",0,7,2006,"Abnorml",276025
6589292,20,"RL",6876,"Inside","1Fam","1Story",5,6,1968,1968,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",583,"Y",980,0,0,976,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd","Unf",2,495,"TA","TA",0,7,2008,"Normal",143800
6599940,160,"FV",2024,"Inside","TwnhsE","2Story",6,5,1990,1990,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",434,"Y",778,749,0,1496,2,1,2,1,"Gd",4,"Typ",1,"TA","Detchd","Unf",2,434,"TA","TA",0,6,2006,"Normal",143287
6610588,60,"RL",10879,"Inside","1Fam","2Story",6,5,1965,1965,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",241,"Y",966,794,0,1757,1,2,4,1,"TA",8,"Min",1,"TA","Attchd","RFn",2,495,"TA","TA",0,11,2006,"Normal",142825
6631884,20,"RL",12395,"Inside","1Fam","1Story",5,5,1960,1973,"Hip","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1387,0,0,1382,1,0,3,1,"TA",6,"Min",1,"TA","Attchd","RFn",1,282,"TA","TA",0,8,2006,"Normal",107101
6653180,60,"RL",11053,"Inside","1Fam","2Story",5,5,1960,1960,"Gable","TA","TA","PConc","Gd","TA","Av","LwQ",679,"Y",1059,1005,0,2062,1,2,5,1,"Fa",9,"Typ",2,"TA","Attchd","Unf",2,519,"TA","TA",0,9,2007,"Family",160447
6674476,70,"RM",8646,"Corner","1Fam","2Story",5,6,1880,1982,"Gable","TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Y",1073,671,0,1731,1,0,3,1,"Ex",8,"Typ",0,NA,"Detchd","Unf",1,251,"Fa","Po",0,6,2006,"Abnorml",149306
6695772,20,"RL",12451,"Inside","1Fam","1Story",7,5,1975,1975,"Hip","TA","Gd","CBlock","TA","TA","No","ALQ",857,"Y",1365,0,0,1415,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,519,"TA","TA",0,4,2008,"Family",77706
6717068,90,"RL",6706,"Inside","Duplex","2.5Sto",6,5,1975,1975,"Gable","TA","TA","CBlock","TA","TA","No","GLQ",1027,"Y",1063,0,0,1020,0,0,0,2,"TA",4,"Typ",0,NA,"Detchd","Unf",2,562,"TA","TA",0,6,2009,"Normal",138339
6791604,60,"FV",6931,"Inside","1Fam","2Story",7,5,1991,1991,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",708,"Y",1018,833,0,1887,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,656,"TA","TA",0,5,2007,"Normal",223860
6908732,60,"RL",8433,"Inside","1Fam","2Story",7,5,1990,1990,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",886,821,0,1657,2,1,2,1,"Gd",7,"Typ",1,"TA","Attchd","RFn",2,535,"TA","TA",0,7,2009,"Normal",229706
6940676,160,"RM",1672,"Inside","Twnhs","2Story",6,5,1968,1968,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",530,589,0,1066,1,1,3,1,"TA",6,"Typ",0,NA,"Detchd","Unf",1,250,"TA","TA",0,3,2010,"Family",97435
6951324,20,"RL",9529,"Inside","1Fam","1Story",5,7,1959,1998,"Gable","Gd","TA","CBlock","TA","TA","No","ALQ",832,"Y",1027,0,0,1099,1,1,3,1,"Gd",5,"Typ",0,NA,"Attchd","RFn",1,308,"TA","TA",0,8,2007,"Normal",113747
6972620,50,"RL",16741,"Inside","1Fam","1.5Sto",6,5,1948,1947,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",933,526,0,1394,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","Unf",1,330,"TA","TA",0,1,2009,"Abnorml",116089
7004564,60,"RL",46599,"CulDSac","1Fam","2Story",8,7,1994,2003,"Hip","Gd","TA","PConc","Gd","Gd","No","GLQ",1333,"Y",1623,734,0,2379,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","RFn",3,736,"TA","TA",0,7,2008,"Normal",407363
7025860,85,"RL",10225,"Inside","1Fam","2.5Sto",4,5,1962,1962,"Gable","TA","TA","CBlock","Gd","TA","Av","BLQ",914,"Y",1171,0,0,1182,2,0,3,1,"TA",6,"Typ",0,NA,"Detchd","RFn",2,590,"TA","TA",0,4,2007,"Normal",132527
7068452,20,"RL",8146,"Inside","1Fam","1Story",6,5,1994,1990,"Gable","TA","TA","PConc","Gd","TA","No","GLQ",1136,"Y",1738,0,0,1595,2,0,3,1,"Gd",7,"Typ",1,"Fa","Attchd","RFn",2,549,"TA","TA",0,10,2007,"Normal",206138
7079100,20,"RL",14808,"Corner","1Fam","1Story",5,6,1956,1986,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",1002,"Y",1392,0,0,1397,1,1,3,1,"TA",6,"Min",1,"TA","Detchd","Unf",2,601,"TA","TA",0,11,2005,"Normal",209737
7100396,60,"RL",8368,"FR2","1Fam","2Story",6,5,1997,1997,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",202,"Y",739,742,0,1536,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd","Fin",2,543,"TA","TA",0,2,2009,"Normal",136690
7185580,20,"RL",12337,"Inside","1Fam","1Story",8,5,2001,2001,"Hip","Gd","TA","PConc","Ex","TA","Mn","Unf",0,"Y",2088,0,0,1950,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",3,832,"TA","TA",0,7,2008,"Abnorml",352967
7196228,20,"RL",10325,"Inside","1Fam","1Story",5,5,1954,1954,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",794,"Y",956,0,0,980,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,559,"TA","TA",0,10,2006,"Normal",155801
7217524,50,"RH",4348,"Inside","1Fam","1.5Sto",5,5,1932,1992,"Gable","TA","TA","BrkTil","TA","TA","No","LwQ",186,"Y",865,649,0,1534,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd","Unf",1,270,"TA","TA",0,7,2008,"Abnorml",146904
7249468,60,"RL",16251,"CulDSac","1Fam","2Story",7,5,1996,1996,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1235,626,0,1875,2,1,4,1,"TA",7,"Typ",0,NA,"Attchd","Fin",2,488,"TA","TA",0,6,2009,"Normal",245869
7260116,160,"RL",5195,"CulDSac","TwnhsE","2Story",7,5,1974,1974,"Gable","Gd","TA","CBlock","Gd","TA","Mn","GLQ",837,"Y",1239,925,0,2069,2,0,3,1,"Gd",6,"Min",1,"TA","Attchd","Fin",2,601,"TA","TA",0,9,2006,"Normal",222241
7270764,60,"FV",10384,"Inside","1Fam","2Story",7,6,1998,1998,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",863,888,0,1695,3,0,3,1,"Gd",7,"Typ",0,NA,"Attchd","Fin",2,595,"TA","TA",0,8,2008,"Abnorml",223575
7313356,120,"RM",4557,"Inside","TwnhsE","1Story",6,5,1998,1998,"Gable","Gd","TA","PConc","Gd","TA","Gd","GLQ",685,"Y",828,0,0,850,1,0,1,1,"Gd",3,"Typ",1,"TA","Attchd","RFn",2,408,"TA","TA",0,5,2008,"Normal",117664
7377244,30,"RM",5965,"Inside","1Fam","1Story",5,7,1921,1945,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",631,"Y",634,0,0,604,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd","Unf",1,204,"TA","TA",0,6,2005,"Normal",86390
7398540,20,"RL",8861,"Inside","1Fam","1Story",5,8,1965,2001,"Gable","TA","Gd","CBlock","TA","TA","No","GLQ",546,"Y",936,0,0,922,1,0,3,1,"TA",5,"Typ",1,"Gd","Detchd","Unf",1,326,"TA","TA",0,4,2010,"Normal",108753
7451780,190,"RM",7643,"Inside","Duplex","2Story",5,9,1900,1994,"Gable","TA","Gd","BrkTil","Gd","TA","No","Unf",0,"Y",1054,781,0,1878,2,0,4,2,"Gd",8,"Typ",1,"Po","Detchd","Unf",2,649,"TA","TA",0,5,2010,"Normal",157744
7462428,20,"RL",8592,"Inside","1Fam","1Story",7,5,2004,1995,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",682,"Y",1438,0,0,1557,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",2,608,"TA","TA",0,5,2009,"Normal",254076
7494372,120,"RL",6181,"Inside","TwnhsE","1Story",8,5,2003,2003,"Hip","Gd","TA","PConc","Gd","TA","No","GLQ",837,"Y",1387,0,0,1323,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","Fin",2,555,"TA","TA",0,12,2009,"Normal",269653
7547612,120,"RL",4584,"Inside","TwnhsE","1Story",8,5,1988,1980,"Gable","Gd","TA","PConc","Gd","TA","Mn","GLQ",731,"Y",1241,0,0,1211,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd","Fin",2,482,"TA","TA",0,10,2007,"Normal",193606
7568908,60,"RL",14190,"CulDSac","1Fam","2Story",6,8,1976,1998,"Gable","Gd","TA","CBlock","TA","TA","No","GLQ",553,"Y",726,765,0,1517,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,451,"TA","TA",0,3,2010,"Normal",158141
7611500,60,"RL",10183,"Inside","1Fam","2Story",7,5,1993,1984,"Hip","Gd","TA","PConc","Gd","TA","Gd","GLQ",1135,"Y",1285,1041,0,2357,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd","RFn",3,1029,"TA","TA",0,8,2008,"Normal",408386
7675388,20,"RL",12789,"Inside","1Fam","1Story",9,5,2007,2006,"Hip","Ex","TA","PConc","Ex","TA","No","GLQ",1173,"Y",1674,0,0,1769,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd","Fin",3,756,"TA","TA",0,2,2009,"Normal",340490
7717980,90,"RL",11815,"Corner","Duplex","1Story",5,5,1956,1956,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1713,0,0,1802,2,0,4,2,"TA",9,"Typ",0,NA,"Detchd","Unf",3,869,"TA","TA",0,7,2009,"Abnorml",130731
7728628,30,"RM",6222,"Inside","1Fam","1.5Sto",4,5,1925,1941,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",155,"Y",829,0,362,1156,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,541,"TA","TA",0,1,2008,"Normal",117677
7760572,60,"RL",11600,"Inside","1Fam","2Story",7,5,1998,1991,"Gable","Gd","TA","PConc","Gd","TA","Av","ALQ",244,"Y",1100,840,0,1999,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",2,564,"TA","TA",0,7,2007,"Normal",250887
7771220,20,"RL",10247,"Corner","1Fam","1Story",5,6,1961,1976,"Hip","TA","TA","CBlock","TA","TA","No","BLQ",586,"Y",1200,0,0,1199,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd","RFn",1,268,"TA","TA",0,3,2008,"Normal",139911
7781868,20,"RL",8962,"Corner","1Fam","1Story",5,5,1959,1959,"Gable","TA","TA","PConc","TA","TA","No","Unf",0,"Y",938,0,0,903,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",1,307,"TA","TA",0,5,2006,"Family",83936
7856404,20,"RL",6759,"Inside","1Fam","1Story",6,8,1961,1993,"Hip","TA","Gd","CBlock","TA","TA","Mn","GLQ",859,"Y",901,0,0,913,1,0,3,1,"Gd",5,"Typ",0,NA,"Detchd","Unf",1,284,"TA","TA",0,5,2007,"Normal",163329
7909644,60,"RL",8529,"Inside","1Fam","2Story",7,5,1995,1995,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",311,"Y",967,1224,0,2200,2,1,4,1,"Gd",8,"Typ",1,"TA","Other","Fin",2,565,"TA","TA",0,4,2008,"Normal",282878
7952236,50,"RM",8530,"Corner","1Fam","1.5Sto",4,7,1910,2000,"Gable","TA","TA","BrkTil","TA","Fa","No","Unf",0,"Y",759,339,0,1085,1,0,3,1,"TA",7,"Min",0,NA,NA,NA,0,0,NA,NA,0,6,2009,"Normal",93365
7973532,20,"RL",9382,"Inside","1Fam","1Story",6,5,1990,1990,"Gable","TA","Gd","PConc","Gd","TA","Gd","GLQ",1231,"Y",1457,0,0,1554,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,550,"TA","TA",0,7,2005,"Normal",223595
7984180,60,"RL",10469,"Inside","1Fam","2Story",8,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Y",1008,1016,0,2023,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd","RFn",3,838,"TA","TA",0,3,2005,"Normal",336390
7994828,20,"RL",7798,"Inside","1Fam","1Story",6,8,1969,1998,"Gable","TA","TA","CBlock","TA","TA","No","GLQ",459,"Y",1006,0,0,1051,1,0,3,1,"Gd",5,"Typ",0,NA,"Detchd","RFn",2,436,"TA","TA",0,7,2009,"Normal",141648
8058716,20,"RL",9547,"Inside","1Fam","1Story",6,6,1949,1949,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",599,"Y",855,0,0,904,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",1,287,"Ex","Ex",0,10,2008,"Normal",124946
8133252,50,"RL",12927,"Inside","1Fam","1.5Sto",6,7,1940,1977,"Gable","TA","TA","CBlock","Gd","TA","Mn","ALQ",668,"Y",1024,767,0,1692,2,0,4,1,"TA",7,"Mod",0,NA,"Attchd","Unf",1,410,"TA","TA",0,7,2007,"Normal",175037
8143900,20,"RL",9032,"Inside","1Fam","1Story",7,5,2004,2004,"Hip","Gd","TA","PConc","Gd","TA","No","GLQ",22,"Y",1879,0,0,1905,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd","Fin",2,485,"TA","TA",0,10,2006,"Normal",191932
8165196,85,"RL",7516,"CulDSac","1Fam","2.5Sto",5,5,1980,1980,"Hip","TA","TA","CBlock","Gd","TA","Av","GLQ",717,"Y",857,0,0,819,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,590,"TA","TA",0,4,2008,"Normal",119660
8218436,120,"RM",4500,"FR2","TwnhsE","1Story",6,5,1993,1993,"Hip","TA","TA","PConc","Ex","TA","No","GLQ",891,"Y",1254,0,0,1160,2,0,2,1,"TA",5,"Typ",0,NA,"Attchd","Fin",2,405,"TA","TA",0,6,2009,"Normal",150954
8261028,90,"RL",10384,"Inside","Duplex","2.5Sto",6,5,1975,1975,"Gable","TA","TA","CBlock","Gd","TA","Gd","GLQ",1009,"Y",989,0,0,1002,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd","Unf",2,506,"TA","TA",0,5,2006,"Normal",128259
8271676,20,"RL",7603,"Inside","1Fam","1Story",7,5,1995,1991,"Gable","TA","TA","PConc","Gd","Gd","No","Unf",0,"Y",1289,0,0,1209,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,411,"TA","TA",0,6,2006,"Normal",219019
8282324,60,"RL",7304,"Inside","1Fam","2Story",6,5,1988,1988,"Gable","Gd","Gd","PConc","Gd","TA","No","ALQ",395,"Y",845,828,0,1584,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",2,474,"TA","TA",0,7,2006,"Normal",204931
8292972,20,"RL",15694,"Inside","1Fam","1Story",7,5,2001,1992,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1447,0,0,1374,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,583,"TA","TA",0,6,2008,"Normal",225537
8335564,50,"RM",11058,"Inside","1Fam","1.5Sto",5,6,1915,1949,"Gable","TA","Gd","PConc","Fa","TA","No","LwQ",684,"Y",960,685,0,1614,2,0,4,1,"TA",7,"Typ",0,NA,"Detchd","Unf",1,433,"TA","TA",0,6,2009,"Normal",109245
8346212,60,"RL",10275,"Inside","1Fam","2Story",7,5,1996,1996,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",647,"Y",976,1172,0,2105,2,1,4,1,"Gd",8,"Typ",0,NA,"Other","RFn",2,637,"TA","TA",0,1,2010,"Normal",249474
8356860,20,"RM",5937,"Corner","1Fam","1Story",4,7,1954,1997,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",868,0,0,864,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd","Unf",1,275,"Fa","TA",0,8,2008,"Normal",102632
8388804,80,"RL",11021,"Corner","1Fam","2.5Sto",6,5,1967,1967,"Gable","TA","TA","PConc","Gd","TA","Av","ALQ",540,"Y",1039,0,0,1097,1,0,3,1,"TA",5,"Typ",2,"TA","Attchd","RFn",2,526,"TA","TA",0,5,2006,"Normal",166412
8399452,60,"RL",10286,"CulDSac","1Fam","2Story",7,5,1996,1994,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",868,"Y",1110,919,0,2051,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd","Unf",2,466,"TA","TA",0,6,2006,"Normal",207676
8463340,60,"RL",13321,"Inside","1Fam","2Story",9,5,2008,2004,"Hip","Ex","TA","PConc","Ex","TA","No","Unf",0,"Y",2037,1186,0,3124,3,1,4,1,"Ex",11,"Typ",2,"Gd","Other","Fin",3,811,"TA","TA",0,7,2009,"Abnorml",452302
8537876,20,"RL",12317,"FR2","1Fam","1Story",7,5,1998,1998,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1492,0,0,1383,2,0,3,1,"Ex",6,"Typ",0,NA,"Attchd","RFn",2,526,"TA","TA",0,7,2007,"Abnorml",216280
8601764,120,"RM",4454,"Inside","TwnhsE","1Story",6,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA","Gd","GLQ",686,"Y",815,0,0,855,1,0,1,1,"Gd",4,"Typ",1,"Gd","Attchd","Fin",2,416,"TA","TA",0,6,2007,"Normal",131943
8612412,20,"C",8432,"Inside","1Fam","1Story",5,5,1950,1950,"Hip","Fa","TA","CBlock","TA","TA","Av","Unf",0,"N",1092,0,0,1079,1,0,2,1,"Fa",4,"Typ",0,NA,"Other","Unf",2,495,"TA","TA",0,6,2009,"Abnorml",50352
8623060,20,"RL",9706,"Inside","1Fam","1Story",6,6,1955,1955,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",579,"Y",1412,0,0,1451,1,1,4,1,"TA",7,"Typ",0,NA,"Attchd","RFn",1,298,"TA","TA",0,4,2006,"Normal",131480
8644356,20,"RL",11926,"CulDSac","1Fam","1Story",7,5,1992,1992,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",1652,0,0,1667,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,585,"TA","TA",0,5,2010,"Normal",277844
8665652,20,"RL",13893,"CulDSac","1Fam","1Story",8,5,1999,1999,"Hip","Gd","TA","PConc","Gd","TA","No","GLQ",1164,"Y",1736,0,0,1609,2,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd","RFn",3,864,"TA","TA",0,7,2008,"Normal",324708
8676300,80,"RL",8841,"Inside","1Fam","2.5Sto",6,7,1968,1968,"Gable","TA","TA","CBlock","TA","TA","Av","GLQ",490,"Y",1067,0,0,1030,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",2,424,"TA","TA",0,6,2010,"Normal",183317
8793428,160,"FV",2567,"Inside","Twnhs","2Story",7,5,2001,2001,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",533,640,80,1186,2,1,2,1,"Gd",4,"Typ",0,NA,"Detchd","RFn",2,495,"TA","TA",0,7,2005,"Normal",177104
8867964,30,"RM",8444,"Inside","1Fam","1Story",5,6,1948,1968,"Gable","TA","TA","BrkTil","TA","TA","No","LwQ",334,"Y",1483,0,0,1588,1,0,2,1,"TA",5,"Min",0,NA,"Detchd","Unf",2,814,"TA","TA",0,6,2006,"Normal",138951
8878612,160,"RM",1755,"Inside","Twnhs","2Story",6,5,1967,1967,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",328,"Y",488,523,0,979,1,1,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",1,273,"TA","TA",0,11,2007,"Normal",124023
8889260,20,"RL",9703,"Inside","1Fam","1Story",5,6,1995,2004,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",1121,0,0,1111,1,1,3,1,"Gd",6,"Typ",0,NA,"Attchd","Unf",1,354,"TA","TA",0,6,2008,"Normal",136826
8921204,70,"RM",10099,"Inside","1Fam","2Story",5,8,1904,2000,"Gable","TA","TA","PConc","TA","TA","No","Unf",0,"Y",937,584,0,1600,2,0,3,1,"Gd",8,"Typ",1,"Po","Detchd","Unf",2,691,"Gd","TA",0,6,2008,"Normal",148157
8931852,80,"RL",8753,"Inside","1Fam","2.5Sto",6,7,1965,1965,"Gable","TA","TA","CBlock","TA","TA","Gd","LwQ",311,"Y",1185,0,0,1114,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd","RFn",2,500,"Gd","Gd",0,5,2008,"Normal",214609
